"@timestamp,""system.memory.actual.used.bytes"",""system.memory.actual.used.pct"""
"Oct 19, 2024 @ 00:04:38.262,""6,7GB"",""85,6%"""
"Oct 19, 2024 @ 00:04:28.275,""6,7GB"",""85,6%"""
"Oct 19, 2024 @ 00:04:18.268,""6,7GB"",""85,6%"""
"Oct 19, 2024 @ 00:04:08.275,""6,7GB"",""85,8%"""
"Oct 19, 2024 @ 00:03:58.262,""6,7GB"",""85,5%"""
"Oct 19, 2024 @ 00:03:48.267,""6,8GB"",""86,6%"""
"Oct 19, 2024 @ 00:03:38.269,""6,8GB"",""86,7%"""
"Oct 19, 2024 @ 00:03:28.270,""6,7GB"",""86,1%"""
"Oct 19, 2024 @ 00:03:18.262,""6,7GB"",""86,3%"""
"Oct 19, 2024 @ 00:03:08.264,""6,7GB"",""86,3%"""
"Oct 19, 2024 @ 00:02:58.261,""6,7GB"",""86,3%"""
"Oct 19, 2024 @ 00:02:48.274,""6,7GB"",""86,2%"""
"Oct 19, 2024 @ 00:02:38.265,""6,7GB"",""85,9%"""
"Oct 19, 2024 @ 00:02:28.275,""6,7GB"",""85,8%"""
"Oct 19, 2024 @ 00:02:18.269,""6,7GB"",""85,8%"""
"Oct 19, 2024 @ 00:02:08.262,""6,7GB"",""85,9%"""
"Oct 19, 2024 @ 00:01:58.271,""6,7GB"",""85,8%"""
"Oct 19, 2024 @ 00:01:48.266,""6,7GB"",""85,8%"""
"Oct 19, 2024 @ 00:01:38.262,""6,7GB"",""85,8%"""
"Oct 19, 2024 @ 00:01:28.269,""6,7GB"",""85,8%"""
"Oct 19, 2024 @ 00:01:18.262,""6,8GB"",""87,4%"""
"Oct 19, 2024 @ 00:01:08.272,""6,8GB"",""87,4%"""
"Oct 19, 2024 @ 00:00:58.265,""6,8GB"",""87,3%"""
"Oct 19, 2024 @ 00:00:48.283,""6,8GB"",""87%"""
"Oct 19, 2024 @ 00:00:38.272,""6,8GB"",""87%"""
"Oct 19, 2024 @ 00:00:28.270,""6,8GB"",""87,2%"""
"Oct 19, 2024 @ 00:00:18.265,""6,8GB"",""87%"""
"Oct 19, 2024 @ 00:00:08.272,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:59:58.262,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:59:48.269,""6,8GB"",""86,8%"""
"Oct 18, 2024 @ 23:59:38.266,""6,8GB"",""86,5%"""
"Oct 18, 2024 @ 23:59:28.276,""6,8GB"",""86,6%"""
"Oct 18, 2024 @ 23:59:18.266,""6,8GB"",""86,9%"""
"Oct 18, 2024 @ 23:59:08.262,""6,7GB"",""86,4%"""
"Oct 18, 2024 @ 23:58:58.268,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:58:48.261,""6,8GB"",""86,9%"""
"Oct 18, 2024 @ 23:58:38.277,""6,8GB"",""86,5%"""
"Oct 18, 2024 @ 23:58:28.266,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:58:18.266,""6,8GB"",""86,6%"""
"Oct 18, 2024 @ 23:58:08.270,""6,8GB"",""86,5%"""
"Oct 18, 2024 @ 23:57:58.269,""6,7GB"",""86,1%"""
"Oct 18, 2024 @ 23:57:48.261,""6,7GB"",""85,6%"""
"Oct 18, 2024 @ 23:57:38.279,""6,8GB"",""86,8%"""
"Oct 18, 2024 @ 23:57:28.265,""6,9GB"",""87,8%"""
"Oct 18, 2024 @ 23:57:18.267,""6,9GB"",""87,7%"""
"Oct 18, 2024 @ 23:57:08.272,""6,9GB"",""87,8%"""
"Oct 18, 2024 @ 23:56:58.262,""6,8GB"",""87,5%"""
"Oct 18, 2024 @ 23:56:48.273,""6,8GB"",""86,8%"""
"Oct 18, 2024 @ 23:56:38.264,""6,8GB"",""86,9%"""
"Oct 18, 2024 @ 23:56:28.266,""6,8GB"",""87,4%"""
"Oct 18, 2024 @ 23:56:18.266,""6,9GB"",""88,1%"""
"Oct 18, 2024 @ 23:56:08.276,""6,9GB"",""87,9%"""
"Oct 18, 2024 @ 23:55:58.266,""6,9GB"",""87,9%"""
"Oct 18, 2024 @ 23:55:48.261,""6,8GB"",""87,1%"""
"Oct 18, 2024 @ 23:55:38.271,""6,9GB"",""88,9%"""
"Oct 18, 2024 @ 23:55:28.264,7GB,""89,9%"""
"Oct 18, 2024 @ 23:55:18.274,7GB,""89,8%"""
"Oct 18, 2024 @ 23:55:08.276,""6,9GB"",""88,2%"""
"Oct 18, 2024 @ 23:54:58.261,""6,8GB"",""86,9%"""
"Oct 18, 2024 @ 23:54:48.270,""6,8GB"",""86,9%"""
"Oct 18, 2024 @ 23:54:38.266,""6,8GB"",""86,6%"""
"Oct 18, 2024 @ 23:54:28.278,""6,8GB"",""86,5%"""
"Oct 18, 2024 @ 23:54:18.268,""6,8GB"",""87,5%"""
"Oct 18, 2024 @ 23:54:08.262,""6,8GB"",""87,5%"""
"Oct 18, 2024 @ 23:53:58.266,""6,8GB"",""87,5%"""
"Oct 18, 2024 @ 23:53:48.269,""6,9GB"",""88,1%"""
"Oct 18, 2024 @ 23:53:38.272,""6,9GB"",""88,1%"""
"Oct 18, 2024 @ 23:53:28.271,7GB,""89,3%"""
"Oct 18, 2024 @ 23:53:18.269,""6,9GB"",""88,9%"""
"Oct 18, 2024 @ 23:53:08.271,7GB,""89,1%"""
"Oct 18, 2024 @ 23:52:58.265,7GB,""89,3%"""
"Oct 18, 2024 @ 23:52:48.268,""7,1GB"",""90,3%"""
"Oct 18, 2024 @ 23:52:38.264,""7,1GB"",""90,6%"""
"Oct 18, 2024 @ 23:52:28.272,""7,1GB"",""90,7%"""
"Oct 18, 2024 @ 23:52:18.273,""7,1GB"",""90,5%"""
"Oct 18, 2024 @ 23:52:08.267,7GB,""90%"""
"Oct 18, 2024 @ 23:51:58.272,7GB,""90,1%"""
"Oct 18, 2024 @ 23:51:48.267,""6,9GB"",""88,6%"""
"Oct 18, 2024 @ 23:51:38.276,""6,9GB"",""88,8%"""
"Oct 18, 2024 @ 23:51:28.262,""6,7GB"",""86%"""
"Oct 18, 2024 @ 23:51:18.265,""6,7GB"",""85,7%"""
"Oct 18, 2024 @ 23:51:08.266,""6,7GB"",""85,5%"""
"Oct 18, 2024 @ 23:50:58.264,""6,9GB"",""88%"""
"Oct 18, 2024 @ 23:50:48.261,""6,9GB"",""88,1%"""
"Oct 18, 2024 @ 23:50:38.272,""6,9GB"",""88%"""
"Oct 18, 2024 @ 23:50:28.266,""6,9GB"",""87,8%"""
"Oct 18, 2024 @ 23:50:18.276,""6,8GB"",""86,6%"""
"Oct 18, 2024 @ 23:50:08.261,""6,8GB"",""87%"""
"Oct 18, 2024 @ 23:49:58.266,""6,8GB"",""87,4%"""
"Oct 18, 2024 @ 23:49:48.265,""6,8GB"",""87,4%"""
"Oct 18, 2024 @ 23:49:38.269,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:49:28.264,""6,8GB"",""86,6%"""
"Oct 18, 2024 @ 23:49:18.263,""6,7GB"",""86,2%"""
"Oct 18, 2024 @ 23:49:08.264,""6,7GB"",""86,2%"""
"Oct 18, 2024 @ 23:48:58.262,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:48:48.272,""6,6GB"",""84%"""
"Oct 18, 2024 @ 23:48:38.263,""6,5GB"",""83,2%"""
"Oct 18, 2024 @ 23:48:28.270,""6,5GB"",""83,4%"""
"Oct 18, 2024 @ 23:48:18.262,""6,5GB"",""83,6%"""
"Oct 18, 2024 @ 23:48:08.274,""6,5GB"",""83,7%"""
"Oct 18, 2024 @ 23:47:58.267,""6,5GB"",""82,6%"""
"Oct 18, 2024 @ 23:47:48.261,""6,5GB"",""82,9%"""
"Oct 18, 2024 @ 23:47:38.270,""6,6GB"",""84,6%"""
"Oct 18, 2024 @ 23:47:28.264,""6,6GB"",""84,8%"""
"Oct 18, 2024 @ 23:47:18.273,""6,6GB"",""85%"""
"Oct 18, 2024 @ 23:47:08.264,""6,6GB"",""84,7%"""
"Oct 18, 2024 @ 23:46:58.262,""6,6GB"",""84,7%"""
"Oct 18, 2024 @ 23:46:48.273,""6,6GB"",""84,4%"""
"Oct 18, 2024 @ 23:46:38.266,""6,6GB"",""84,1%"""
"Oct 18, 2024 @ 23:46:28.262,""6,7GB"",""85,8%"""
"Oct 18, 2024 @ 23:46:18.268,""6,7GB"",""85,8%"""
"Oct 18, 2024 @ 23:46:08.275,""6,7GB"",""85,7%"""
"Oct 18, 2024 @ 23:45:58.269,""6,7GB"",""85,5%"""
"Oct 18, 2024 @ 23:45:48.263,""6,7GB"",""85,5%"""
"Oct 18, 2024 @ 23:45:38.264,""6,6GB"",""84,5%"""
"Oct 18, 2024 @ 23:45:28.267,""6,6GB"",""84,5%"""
"Oct 18, 2024 @ 23:45:18.275,""6,6GB"",""84,5%"""
"Oct 18, 2024 @ 23:45:08.266,""6,6GB"",""85,1%"""
"Oct 18, 2024 @ 23:44:58.263,""6,6GB"",""85%"""
"Oct 18, 2024 @ 23:44:48.268,""6,7GB"",""86,1%"""
"Oct 18, 2024 @ 23:44:38.264,""6,7GB"",""86,4%"""
"Oct 18, 2024 @ 23:44:28.274,""6,7GB"",""86,2%"""
"Oct 18, 2024 @ 23:44:18.290,""6,7GB"",""86,2%"""
"Oct 18, 2024 @ 23:44:08.265,""6,7GB"",""85,8%"""
"Oct 18, 2024 @ 23:43:58.267,""6,7GB"",""85,5%"""
"Oct 18, 2024 @ 23:43:48.274,""6,8GB"",""86,6%"""
"Oct 18, 2024 @ 23:43:38.262,""6,7GB"",""86,3%"""
"Oct 18, 2024 @ 23:43:28.272,""6,7GB"",""86%"""
"Oct 18, 2024 @ 23:43:18.265,""6,7GB"",""86,4%"""
"Oct 18, 2024 @ 23:43:08.272,""6,7GB"",""85,8%"""
"Oct 18, 2024 @ 23:42:58.275,""6,7GB"",""86,1%"""
"Oct 18, 2024 @ 23:42:48.273,""6,7GB"",""86,2%"""
"Oct 18, 2024 @ 23:42:38.266,7GB,""89,2%"""
"Oct 18, 2024 @ 23:42:28.265,7GB,""89,3%"""
"Oct 18, 2024 @ 23:42:18.273,""6,9GB"",""88,8%"""
"Oct 18, 2024 @ 23:42:08.269,""6,9GB"",""89%"""
"Oct 18, 2024 @ 23:41:58.271,""6,9GB"",""88,9%"""
"Oct 18, 2024 @ 23:41:48.262,""6,9GB"",""88,5%"""
"Oct 18, 2024 @ 23:41:38.265,""6,9GB"",""88,3%"""
"Oct 18, 2024 @ 23:41:28.272,""6,9GB"",""88,2%"""
"Oct 18, 2024 @ 23:41:18.268,""6,9GB"",""88,9%"""
"Oct 18, 2024 @ 23:41:08.273,""6,9GB"",""87,9%"""
"Oct 18, 2024 @ 23:40:58.262,""6,9GB"",""88,6%"""
"Oct 18, 2024 @ 23:40:48.266,""6,8GB"",""86,5%"""
"Oct 18, 2024 @ 23:40:38.276,""6,7GB"",""86,3%"""
"Oct 18, 2024 @ 23:40:28.267,""6,8GB"",""87,6%"""
"Oct 18, 2024 @ 23:40:18.274,""6,8GB"",""87,7%"""
"Oct 18, 2024 @ 23:40:08.272,""6,9GB"",""87,8%"""
"Oct 18, 2024 @ 23:39:58.263,""6,9GB"",""88,4%"""
"Oct 18, 2024 @ 23:39:48.265,""6,9GB"",""87,9%"""
"Oct 18, 2024 @ 23:39:38.270,""6,8GB"",""86,9%"""
"Oct 18, 2024 @ 23:39:28.269,""6,8GB"",""86,9%"""
"Oct 18, 2024 @ 23:39:18.266,""6,8GB"",""87,3%"""
"Oct 18, 2024 @ 23:39:08.269,7GB,""89,5%"""
"Oct 18, 2024 @ 23:38:58.268,""6,7GB"",""86,4%"""
"Oct 18, 2024 @ 23:38:48.267,""6,7GB"",""86,3%"""
"Oct 18, 2024 @ 23:38:38.263,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:38:28.264,""6,7GB"",""86%"""
"Oct 18, 2024 @ 23:38:18.267,""6,7GB"",""85,7%"""
"Oct 18, 2024 @ 23:38:08.270,""6,7GB"",""85,8%"""
"Oct 18, 2024 @ 23:37:58.264,""6,7GB"",""86,1%"""
"Oct 18, 2024 @ 23:37:48.264,""6,7GB"",""86%"""
"Oct 18, 2024 @ 23:37:38.273,""6,7GB"",""86%"""
"Oct 18, 2024 @ 23:37:28.277,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:37:18.264,""6,8GB"",""86,9%"""
"Oct 18, 2024 @ 23:37:08.261,""6,8GB"",""86,4%"""
"Oct 18, 2024 @ 23:36:58.268,""6,8GB"",""87,3%"""
"Oct 18, 2024 @ 23:36:48.271,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:36:38.268,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:36:28.262,""6,8GB"",""87,7%"""
"Oct 18, 2024 @ 23:36:18.271,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:36:08.264,""6,7GB"",""86,3%"""
"Oct 18, 2024 @ 23:35:58.261,""6,8GB"",""87%"""
"Oct 18, 2024 @ 23:35:48.267,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:35:38.261,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:35:28.271,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:35:18.261,""6,8GB"",""86,5%"""
"Oct 18, 2024 @ 23:35:08.275,""6,8GB"",""86,5%"""
"Oct 18, 2024 @ 23:34:58.269,""6,8GB"",""86,5%"""
"Oct 18, 2024 @ 23:34:48.271,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:34:38.270,""6,8GB"",""86,6%"""
"Oct 18, 2024 @ 23:34:28.274,""6,8GB"",""86,8%"""
"Oct 18, 2024 @ 23:34:18.261,""6,8GB"",""86,9%"""
"Oct 18, 2024 @ 23:34:08.275,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:33:58.266,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:33:48.271,""6,7GB"",""86,3%"""
"Oct 18, 2024 @ 23:33:38.263,""6,8GB"",""87,3%"""
"Oct 18, 2024 @ 23:33:28.262,""6,8GB"",""86,4%"""
"Oct 18, 2024 @ 23:33:18.269,""6,8GB"",""86,8%"""
"Oct 18, 2024 @ 23:33:08.270,""6,8GB"",""87%"""
"Oct 18, 2024 @ 23:32:58.273,""6,7GB"",""85,9%"""
"Oct 18, 2024 @ 23:32:48.275,""6,7GB"",""85,3%"""
"Oct 18, 2024 @ 23:32:38.262,""6,8GB"",""86,9%"""
"Oct 18, 2024 @ 23:32:28.270,7GB,""89,7%"""
"Oct 18, 2024 @ 23:32:18.266,""7,1GB"",""90,8%"""
"Oct 18, 2024 @ 23:32:08.268,""7,1GB"",""90,9%"""
"Oct 18, 2024 @ 23:31:58.262,7GB,""89,6%"""
"Oct 18, 2024 @ 23:31:48.262,""6,9GB"",""88,9%"""
"Oct 18, 2024 @ 23:31:38.261,""7,2GB"",""91,9%"""
"Oct 18, 2024 @ 23:31:28.262,""7,2GB"",""92,1%"""
"Oct 18, 2024 @ 23:31:18.273,""7,2GB"",""91,9%"""
"Oct 18, 2024 @ 23:31:08.264,""7,2GB"",""91,7%"""
"Oct 18, 2024 @ 23:30:58.262,""7,2GB"",""91,7%"""
"Oct 18, 2024 @ 23:30:48.266,""7,2GB"",""91,8%"""
"Oct 18, 2024 @ 23:30:38.263,""7,4GB"",""94,2%"""
"Oct 18, 2024 @ 23:30:28.269,""7,3GB"",""93,7%"""
"Oct 18, 2024 @ 23:30:18.267,""7,3GB"",""93,6%"""
"Oct 18, 2024 @ 23:30:08.262,""7,3GB"",""93,2%"""
"Oct 18, 2024 @ 23:29:58.261,""7,3GB"",""92,9%"""
"Oct 18, 2024 @ 23:29:48.261,""7,2GB"",""92,6%"""
"Oct 18, 2024 @ 23:29:38.261,7GB,""90,2%"""
"Oct 18, 2024 @ 23:29:28.268,""6,9GB"",""87,8%"""
"Oct 18, 2024 @ 23:29:18.261,""6,8GB"",""87,4%"""
"Oct 18, 2024 @ 23:29:08.271,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:28:58.262,""6,8GB"",""87,7%"""
"Oct 18, 2024 @ 23:28:48.264,""6,8GB"",""86,7%"""
"Oct 18, 2024 @ 23:28:38.262,7GB,""89,5%"""
"Oct 18, 2024 @ 23:28:28.266,""6,7GB"",""86,4%"""
"Oct 18, 2024 @ 23:28:18.264,""6,9GB"",""87,8%"""
"Oct 18, 2024 @ 23:28:08.281,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:27:58.262,""6,7GB"",""86,1%"""
"Oct 18, 2024 @ 23:27:48.266,""6,7GB"",""85,9%"""
"Oct 18, 2024 @ 23:27:38.269,""6,7GB"",""85,5%"""
"Oct 18, 2024 @ 23:27:28.270,""7,1GB"",""91%"""
"Oct 18, 2024 @ 23:27:18.272,""7,1GB"",""91,3%"""
"Oct 18, 2024 @ 23:27:08.263,""7,1GB"",""90,4%"""
"Oct 18, 2024 @ 23:26:58.262,""7,1GB"",""90,3%"""
"Oct 18, 2024 @ 23:26:48.273,7GB,""89,8%"""
"Oct 18, 2024 @ 23:26:38.273,""7,2GB"",""91,6%"""
"Oct 18, 2024 @ 23:26:28.264,""7,1GB"",""91,5%"""
"Oct 18, 2024 @ 23:26:18.262,""7,1GB"",""90,4%"""
"Oct 18, 2024 @ 23:26:08.264,""7,1GB"",""90,3%"""
"Oct 18, 2024 @ 23:25:58.262,""7,1GB"",""90,4%"""
"Oct 18, 2024 @ 23:25:48.270,""7,1GB"",""91,2%"""
"Oct 18, 2024 @ 23:25:38.268,7GB,""89,6%"""
"Oct 18, 2024 @ 23:25:28.267,""7,1GB"",""90,6%"""
"Oct 18, 2024 @ 23:25:18.267,7GB,""89%"""
"Oct 18, 2024 @ 23:25:08.262,7GB,""89%"""
"Oct 18, 2024 @ 23:24:58.271,""6,8GB"",""87,4%"""
"Oct 18, 2024 @ 23:24:48.262,""6,8GB"",""87,3%"""
"Oct 18, 2024 @ 23:24:38.274,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:24:28.272,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:24:18.261,""6,8GB"",""87,1%"""
"Oct 18, 2024 @ 23:24:08.262,""6,8GB"",""87,3%"""
"Oct 18, 2024 @ 23:23:58.266,""6,8GB"",""87,3%"""
"Oct 18, 2024 @ 23:23:48.264,""6,8GB"",""87,5%"""
"Oct 18, 2024 @ 23:23:38.265,""6,7GB"",""85,4%"""
"Oct 18, 2024 @ 23:23:28.261,""6,8GB"",""86,8%"""
"Oct 18, 2024 @ 23:23:18.263,""6,8GB"",""87,1%"""
"Oct 18, 2024 @ 23:23:08.262,""6,9GB"",""88,3%"""
"Oct 18, 2024 @ 23:22:58.262,""6,8GB"",""87,6%"""
"Oct 18, 2024 @ 23:22:48.267,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 23:22:38.262,""6,8GB"",""86,5%"""
"Oct 18, 2024 @ 23:22:28.263,""7,1GB"",""91,3%"""
"Oct 18, 2024 @ 23:22:18.263,""7,2GB"",""91,6%"""
"Oct 18, 2024 @ 23:22:08.271,""7,2GB"",""92,6%"""
"Oct 18, 2024 @ 23:21:58.264,""7,3GB"",""93,5%"""
"Oct 18, 2024 @ 23:21:48.262,""7,2GB"",""92,7%"""
"Oct 18, 2024 @ 23:21:38.264,""7,2GB"",""91,9%"""
"Oct 18, 2024 @ 23:21:28.271,""7,2GB"",""91,8%"""
"Oct 18, 2024 @ 23:21:18.265,""7,2GB"",""91,7%"""
"Oct 18, 2024 @ 23:21:08.273,""7,2GB"",""92,5%"""
"Oct 18, 2024 @ 23:20:58.262,""7,2GB"",""92,6%"""
"Oct 18, 2024 @ 23:20:48.263,""7,1GB"",""91,2%"""
"Oct 18, 2024 @ 23:20:38.262,""7,3GB"",""93%"""
"Oct 18, 2024 @ 23:20:28.269,""7,3GB"",""93,3%"""
"Oct 18, 2024 @ 23:20:18.269,""7,3GB"",""93,7%"""
"Oct 18, 2024 @ 23:20:08.268,""7,2GB"",""91,7%"""
"Oct 18, 2024 @ 23:19:58.275,""7,1GB"",""91,4%"""
"Oct 18, 2024 @ 23:19:48.262,""7,2GB"",""91,8%"""
"Oct 18, 2024 @ 23:19:38.267,""7,2GB"",""92,6%"""
"Oct 18, 2024 @ 23:19:28.263,""7,3GB"",""94%"""
"Oct 18, 2024 @ 23:19:18.264,""7,1GB"",""90,9%"""
"Oct 18, 2024 @ 23:19:08.268,""7,1GB"",""90,7%"""
"Oct 18, 2024 @ 23:18:58.266,7GB,""90%"""
"Oct 18, 2024 @ 23:18:48.274,""7,1GB"",""91,1%"""
"Oct 18, 2024 @ 23:18:38.270,""7,1GB"",""91,4%"""
"Oct 18, 2024 @ 23:18:28.272,""7,1GB"",""90,4%"""
"Oct 18, 2024 @ 23:18:18.271,7GB,""89,5%"""
"Oct 18, 2024 @ 23:18:08.266,""6,9GB"",""88,8%"""
"Oct 18, 2024 @ 23:17:58.262,7GB,""89,6%"""
"Oct 18, 2024 @ 23:17:48.263,7GB,""89,2%"""
"Oct 18, 2024 @ 23:17:38.279,""6,9GB"",""88,1%"""
"Oct 18, 2024 @ 23:17:28.263,""7,3GB"",""93,4%"""
"Oct 18, 2024 @ 23:17:18.281,""7,2GB"",""92,7%"""
"Oct 18, 2024 @ 23:17:08.263,""7,2GB"",""92,1%"""
"Oct 18, 2024 @ 23:16:58.266,""7,3GB"",""94%"""
"Oct 18, 2024 @ 23:16:48.269,""7,3GB"",""94%"""
"Oct 18, 2024 @ 23:16:38.274,""7,2GB"",""92,1%"""
"Oct 18, 2024 @ 23:16:28.263,""7,2GB"",""91,9%"""
"Oct 18, 2024 @ 23:16:18.269,""7,2GB"",""91,9%"""
"Oct 18, 2024 @ 23:16:08.277,""7,3GB"",""93,6%"""
"Oct 18, 2024 @ 23:15:58.274,""7,4GB"",""94,4%"""
"Oct 18, 2024 @ 23:15:48.288,7GB,""90,2%"""
"Oct 18, 2024 @ 23:15:39.013,""7,2GB"",""91,8%"""
"Oct 18, 2024 @ 21:38:08.275,""6,9GB"",""88,6%"""
"Oct 18, 2024 @ 21:38:06.344,7GB,""89,3%"""
"Oct 18, 2024 @ 18:37:58.273,""6,7GB"",""86,1%"""
"Oct 18, 2024 @ 18:37:48.278,""6,9GB"",""88,4%"""
"Oct 18, 2024 @ 18:37:38.262,""6,9GB"",""88,7%"""
"Oct 18, 2024 @ 18:37:28.263,""6,9GB"",""88,5%"""
"Oct 18, 2024 @ 18:37:18.273,7GB,""89%"""
"Oct 18, 2024 @ 18:37:08.276,""6,8GB"",""87,2%"""
"Oct 18, 2024 @ 18:36:58.275,""6,8GB"",""86,5%"""
"Oct 18, 2024 @ 18:36:48.272,""6,9GB"",""88,4%"""
"Oct 18, 2024 @ 18:36:38.264,""6,9GB"",""88,4%"""
"Oct 18, 2024 @ 18:36:28.267,""6,9GB"",""88,4%"""
"Oct 18, 2024 @ 18:36:18.267,""7,1GB"",""90,5%"""
"Oct 18, 2024 @ 18:36:08.261,""6,9GB"",""88,4%"""
"Oct 18, 2024 @ 18:35:58.270,""6,9GB"",""88,5%"""
"Oct 18, 2024 @ 18:35:48.262,""6,8GB"",""87,3%"""
